,Unnamed: 0,Majority.protein.IDs,Protein.names,Gene.names,L3_4.old.L.OAF,L3_4.old.A.OAF,L3_4.old.P.OAF,L3_4.old.R.OAF,L3_4.old.L.IAF,L3_4.old.R.IAF,L3_4.old.L.IAF_NP,L3_4.old.A.IAF_NP,L3_4.old.P.IAF_NP,L3_4.old.R.IAF_NP,L3_4.old.NP,L3_4.Young.L.OAF,L3_4.young.A.OAF,L3_4.young.P.OAF,L3_4.young.R.OAF,L3_4.young.L.IAF,L3_4.young.R.IAF,L3_4.young.L.IAF_NP,L3_4.young.A.IAF_NP,L3_4.young.P.IAF_NP,L3_4.young.R.IAF_NP,L3_4.young.NP,L4_5.old.L.OAF,L4_5.old.A.OAF,L4_5.old.P.OAF,L4_5.old.R.OAF,L4_5.old.L.IAF,L4_5.old.R.IAF,L4_5.old.L.IAF_NP,L4_5.old.A.IAF_NP,L4_5.old.P.IAF_NP,L4_5.old.R.IAF_NP,L4_5.old.NP,L4_5.young.L.OAF,L4_5.young.A.OAF,L4_5.young.P.OAF,L4_5.young.R.OAF,L4_5.young.L.IAF,L4_5.young.R.IAF,L4_5.young.L.IAF_NP,L4_5.young.A.IAF_NP,L4_5.young.P.IAF_NP,L4_5.young.R.IAF_NP,L4_5.young.NP,L5_S1.old.L.OAF,L5_S1.old.A.OAF,L5_S1.old.P.OAF,L5_S1.old.R.OAF,L5_S1.old.L.IAF,L5_S1.old.R.IAF,L5_S1.old.L.IAF_NP,L5_S1.old.A.IAF_NP,L5_S1.old.P.IAF_NP,L5_S1.old.R.IAF_NP,L5_S1.old.NP,L5_S1.young.L.OAF,L5_S1.young.A.OAF,L5_S1.young.P.OAF,L5_S1.young.R.OAF,L5_S1.young.L.IAF,L5_S1.young.R.IAF,L5_S1.young.L.IAF_NP,L5_S1.young.A.IAF_NP,L5_S1.young.P.IAF_NP,L5_S1.young.R.IAF_NP,L5_S1.young.NP,Type
2436,2437,P62917,60S ribosomal protein L8,RPL8,26.7958,26.3204,,25.5065,24.2689,24.7767,,,,,23.9241,,,,,,,,,,,,,,,,,,,,,,24.261999999999997,,,,,,,,,,,,,,,26.0197,,,,,,,,,,,,,,,,,,,nonMatrisome
2437,2438,P32969,60S ribosomal protein L9,RPL9,26.8691,27.2895,,27.5002,25.2628,,,,,,,,25.8144,26.3001,26.4899,,25.0809,,,,,25.7422,26.6389,,26.166,26.0694,,,,,,,,,25.9233,,,,,,,,,,25.3279,25.9208,27.393,25.5429,,26.9101,,,,,,25.888,,25.6993,26.6475,,,,,,,,nonMatrisome
2438,2439,P05388;Q8NHW5,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,26.581,27.8993,24.5839,26.5767,26.0721,25.2669,,,,,,26.6839,27.0353,25.8855,26.6869,,,,,26.4303,,,26.9722,26.0708,27.1858,,,,,,,,,27.4609,26.6603,,27.4583,,,,,,25.8418,,,26.9851,28.8445,27.0822,,,,,26.1595,,25.4126,26.9008,27.3577,27.6413,27.1231,,,,24.4413,,,,
2439,2440,P05386,60S acidic ribosomal protein P1,RPLP1,27.0664,27.8889,,27.3798,,24.4178,,,,,,25.8396,25.873,,,,,,,,,,25.7378,24.8985,,,,,,,,,,25.5256,25.1915,,,,,,,,,,,,,25.4953,,,,,,,,26.1615,,,25.6026,,,,,,,,nonMatrisome
2440,2441,P05387,60S acidic ribosomal protein P2,RPLP2,29.4726,29.7381,25.8826,30.0816,25.0228,26.6315,,,,,,26.3329,27.9196,27.6444,26.8382,26.285,24.8872,,26.2752,26.6835,26.7532,27.2044,28.4301,26.5882,26.7571,,25.750999999999998,,24.2112,24.3151,,,,29.0104,27.3981,26.8291,28.4169,26.2891,27.864,26.1807,,,26.1295,26.8216,26.5092,27.9611,27.7464,29.1525,26.1115,25.4988,,24.2351,,,26.4149,28.3224,28.3187,27.3335,27.0656,26.5046,25.27,,27.0668,27.7466,,26.5902,nonMatrisome
2441,2442,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,28.4223,28.5446,25.325,27.6235,24.2898,24.8983,,25.2789,,,,25.8775,26.3964,26.1962,25.3878,26.5454,,25.3925,26.5095,26.849,26.9381,26.5936,27.4116,25.5819,27.296999999999997,25.889,24.2415,,,,,,,27.2852,26.3182,26.6588,26.3809,,27.3671,26.0012,,,,24.9297,25.368000000000002,25.5954,26.6137,26.5398,,,25.6139,,,,,26.863000000000003,26.3873,26.7594,26.249000000000002,,,,,,,,nonMatrisome
2442,2443,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,26.7223,27.8663,,25.5945,24.5843,,,,,,,25.949,25.5961,24.8463,,25.3988,,,,,,25.9009,26.5083,25.58,,,24.4721,,23.8766,,,,,,25.8983,26.1976,26.0322,26.0951,,,,,23.8759,,,24.3255,24.8479,26.4264,,,,,,,23.4717,,25.3157,,,,,,,,,,nonMatrisome
2443,2444,Q9NQG5,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,24.9303,25.266,,24.7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
2444,2445,P46783,40S ribosomal protein S10,RPS10,25.7988,25.9566,,26.0732,,,,,,,,,24.8003,,25.7336,,,,,,,,25.39,24.4086,24.7664,,,,,,,,,26.1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
2445,2446,P62280,40S ribosomal protein S11,RPS11,26.9972,26.7722,,26.305,,,,,,,,24.4243,,25.4157,25.4848,,,,,,,,,,,,,,,,,,,,,,,26.3452,27.2172,25.4227,,,,,,,25.0452,26.1135,,,,23.4758,,,,24.3687,,,,,,,,,,,nonMatrisome
2446,2447,P25398,40S ribosomal protein S12,RPS12,26.9611,27.6347,,27.5397,24.2962,26.1955,,,,23.8082,26.3272,24.771,25.0372,,,24.9304,,,,,,24.7195,26.8453,25.2171,24.6664,,,,,25.6687,23.0262,,,24.9309,,,,,,,,,,,24.6705,25.408,25.3078,26.9988,,,,,,,,25.7145,23.4427,25.7077,25.2566,,,,,,,,nonMatrisome
2447,2448,P62277,40S ribosomal protein S13,RPS13,27.4037,27.7582,25.219,27.6005,,25.5563,,,25.1219,,,25.5031,25.3903,25.4908,25.3514,,,,,,,25.3309,25.4857,,,,,,,,,,,27.2586,,25.7693,24.5996,,,,,,,,25.4876,25.0253,25.2254,26.1249,,,,,,,,25.1416,24.6657,,,,,,25.0091,,,,nonMatrisome
2448,2449,P62263,40S ribosomal protein S14,RPS14,26.3236,27.2507,27.7611,26.8348,25.2501,24.8285,,,,25.3717,,25.903000000000002,,,26.4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6182,27.7235,,,,,,,,27.1115,,26.9218,,,,,,,,,nonMatrisome
2449,2450,P62841,40S ribosomal protein S15,RPS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6577,,,,,,,,,,,nonMatrisome
2450,2451,P62244,40S ribosomal protein S15a,RPS15A,26.3905,26.2582,,24.8503,23.2331,,,,,,,23.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
2451,2452,P62249,40S ribosomal protein S16,RPS16,27.8139,28.0338,,28.386,,24.8069,,,,,,26.5272,26.7421,27.1265,27.0958,26.5761,,27.2627,30.9977,27.2775,,26.9083,27.5051,,,26.5856,,,,,,,,,26.4668,,,27.0161,,,,29.538,,,,26.7155,26.3072,27.2785,29.9317,,25.4359,25.1317,,,,27.0834,,27.4249,26.601999999999997,,,,,,,,nonMatrisome
2452,2453,P08708,40S ribosomal protein S17,RPS17,26.4675,26.9662,24.6757,27.2209,,,,,,,,,,,,,,25.1587,,,,,26.2563,,25.486,,,,,,,,,,,,,,,,,,,,,,25.9243,27.4686,,,,,,,,26.5843,25.9216,26.3934,,,,,,,,,nonMatrisome
2453,2454,P62269,40S ribosomal protein S18,RPS18,27.9592,27.1941,25.7743,27.8996,,25.445999999999998,,,25.2597,23.7388,,25.6364,26.1234,,27.1693,25.9886,25.6979,25.2942,25.605999999999998,25.9089,,26.8127,27.6505,,,26.1247,,,,,,,,,,,26.4987,25.4851,26.8323,,,,,24.989,26.9994,27.3341,27.4473,27.6251,26.4615,,,,,,25.2128,27.1374,27.29,27.0105,,25.4671,27.4537,,24.3738,,,,nonMatrisome
2454,2455,P39019,40S ribosomal protein S19,RPS19,28.4364,28.7851,26.5131,28.9836,24.9856,25.6411,,25.3484,25.1043,,,27.2558,27.2047,27.1839,28.1162,27.3299,,27.7553,28.0088,27.5046,28.2155,27.2526,27.7741,,,,,,,,,26.6356,,27.3534,,,27.6598,,,,,,,,26.4858,27.5266,25.9254,28.1814,,,,,,,,27.019000000000002,27.1001,26.3179,26.5935,,,,,28.3435,,,nonMatrisome
2455,2456,P15880,40S ribosomal protein S2,RPS2,27.1001,28.0201,,27.459,,,,,,,,,24.9108,25.7332,24.2013,,,,,,,,,26.031999999999996,,,,,,,,,,25.3806,,,23.8411,,,,,,19.9458,,24.6506,26.5562,,26.6165,,,,,,,,26.46,25.6607,25.2823,,,,,,,,,nonMatrisome
2456,2457,P60866,40S ribosomal protein S20,RPS20,27.0968,26.96,,27.3341,,24.8257,,,,,,25.2009,26.4498,25.7967,,25.7626,,,,,,,27.6481,25.0919,,,,,,,,,,26.2855,,,26.4107,,,,,,,,,,,26.9848,,,,23.883000000000003,,,,27.5987,,,,,,25.6365,,26.5335,,,nonMatrisome
2457,2458,P63220,40S ribosomal protein S21,RPS21,26.6698,24.2402,,26.7708,,,,,,,,23.5907,25.9157,25.1605,25.5483,24.8435,,,,,,23.6944,25.0016,,,,,,,,,,,,23.8295,,22.1317,23.9505,,,,,,,,,,,,,,,,,,24.0851,25.3763,25.6769,,,,,,,,,nonMatrisome
2458,2459,P62266,40S ribosomal protein S23,RPS23,24.3608,24.4939,,24.5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
2459,2460,P62847,40S ribosomal protein S24,RPS24,27.3454,26.9303,24.8797,26.3825,,,,,,,,25.6298,25.9636,,,,,,,,,25.1209,24.6564,,,,,,,,,,,,,,,,,,,,,,,25.4223,,26.1678,,,,,,,,26.1092,26.1093,,,,,,,,,,nonMatrisome
2460,2461,P62851,40S ribosomal protein S25,RPS25,27.2568,26.9828,,27.0615,,,,,,,,25.8792,,,25.9039,24.3979,,24.9534,,,,25.6883,26.4493,24.5713,,,,,,,,,,25.9501,,,27.9584,,,,,,,,,26.0646,,26.774,,,,,,,,26.4499,,,25.7608,,,,,,,,nonMatrisome
2461,2462,P62854;Q5JNZ5,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,,26.8494,,27.1653,,,,,,,23.6699,,,,,,,25.2296,,,,,,25.3173,,,,,,,,,,,,,,,,,,,,,,,,26.1714,,,,,,,,,,,,,,,,,,,
2462,2463,P42677,40S ribosomal protein S27,RPS27,24.4656,24.8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8736,24.8304,,,,,,,,,,24.9817,,,,,,,,,nonMatrisome
2463,2464,P62979;P62987;P0CG47;P0CG48,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBA52;UBB;UBC,28.9221,28.9448,27.3026,30.0634,27.3737,27.0849,26.1359,26.8979,26.3069,,26.1596,29.5478,28.8298,29.5898,29.6144,29.5908,27.941999999999997,27.8976,28.3142,28.7117,28.4018,28.2896,29.1677,29.1867,26.9156,28.2689,27.6669,,26.6113,25.9404,26.5225,,25.9883,29.451,28.9106,27.9808,29.5365,28.592,,27.3061,27.2218,27.7507,27.0031,,28.6603,28.7631,27.6902,29.1177,,26.5411,27.276,26.6351,28.304000000000002,,27.4992,29.3517,28.6919,28.6706,29.4752,,27.0978,,28.7206,,,28.3764,
2464,2465,Q71UM5,40S ribosomal protein S27-like,RPS27L,25.6195,25.7033,,24.4981,,,,,,,,25.479,25.2456,,,,,,,,,,24.6937,,,,,,,,,,,,,,,,,,,,,,,,,24.9092,,25.2466,,,,,,,,,,,,,,,,,nonMatrisome
2465,2466,P62857,40S ribosomal protein S28,RPS28,27.0132,27.5834,,27.6557,,,,,,,,,25.7842,25.7798,,25.2885,,,,,,,,,,,,,,,,,,,,,27.5373,,,,,,,,,25.6239,,27.0086,,,,,,,,26.5858,26.2064,26.5721,,,,,,,,,nonMatrisome
2466,2467,P23396,40S ribosomal protein S3,RPS3,28.9428,29.5318,26.1277,29.1619,25.3369,25.8561,26.0748,,,24.905,25.2172,26.7209,26.9731,27.3002,27.4577,26.9195,25.7332,26.9983,24.3883,26.8854,26.3739,27.3192,28.5995,26.7512,27.4351,27.0293,26.6998,,23.4769,,,,,28.0797,27.0021,26.4683,28.3756,27.1916,,,,24.9351,26.5575,25.1443,27.4831,27.8541,27.5425,28.8164,26.7013,26.9379,,,,,,27.7453,27.4493,27.6895,27.4245,25.7322,26.5135,26.3344,25.5957,,26.5936,,nonMatrisome
2467,2468,P61247,40S ribosomal protein S3a,RPS3A,27.1154,27.9717,,27.9605,,26.465999999999998,25.2318,,,,,26.2323,26.0438,,25.9437,25.1618,,26.4552,,,25.2877,,27.239,,25.3912,,,,,,,,,26.5869,26.1821,,,24.4024,,,,,,,24.2753,25.6999,,26.9892,,,,,,,,26.0567,25.983,26.0585,,,,,,,,,nonMatrisome
2468,2469,P62701,"40S ribosomal protein S4, X isoform",RPS4X,28.7336,29.0025,,28.0799,25.3247,24.9304,25.3899,,24.4109,,,,27.174,26.3691,26.4579,26.2633,,25.2325,,,,24.6503,27.4149,,,,,,25.898000000000003,,,,,,,,,,,,,,,,,26.8232,,27.2961,,,,,,,,27.2472,26.7259,26.7595,,,,,,,,,nonMatrisome
2469,2470,P22090,"40S ribosomal protein S4, Y isoform 1",RPS4Y1,20.4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
2470,2471,P46782,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,26.7217,27.0905,25.6535,26.4143,25.3855,24.6533,,,,,,,26.5835,26.2924,26.375999999999998,25.4008,,26.2456,,,,26.8441,25.8713,24.5645,,,,,,,,,,26.5862,25.4326,25.4195,22.3992,26.0071,,,,,,,,25.7946,,27.2407,,,,,,,,,26.3566,,26.1968,,,,,,,,nonMatrisome
2471,2472,P62753,40S ribosomal protein S6,RPS6,29.4946,29.2893,26.2329,29.2485,26.1986,26.0658,,,,27.0046,24.9675,27.8101,28.3068,28.7928,28.2398,28.1428,27.9655,29.4606,27.6015,28.5536,27.3748,27.8229,28.1527,28.1029,27.5163,28.354,27.3563,,,27.0787,,27.8845,,29.1095,27.6583,27.6577,28.1465,29.131,,26.5495,,29.3002,26.7604,,,28.8258,27.4195,28.4321,28.509,28.9241,27.4991,27.2568,26.2458,27.5606,25.6113,29.5193,29.0099,29.0929,28.1151,28.9567,27.6294,,27.7213,,,26.3083,nonMatrisome
2472,2473,P62081,40S ribosomal protein S7,RPS7,27.6761,27.7473,,26.9966,,,,,,,,,25.7262,,,,,,,,,,27.585,25.8459,25.2802,,,,,,,,,25.8886,,,,,,,,,,,22.723000000000003,25.8598,,26.7244,,,,,,,,25.1087,25.6249,,24.9503,,,,,,,,nonMatrisome
2473,2474,P62241,40S ribosomal protein S8,RPS8,29.6904,29.6459,26.7174,29.1525,25.2491,25.8324,23.3811,,23.6815,,23.4665,27.0449,27.5633,27.1705,28.3896,26.0549,,26.0162,26.2491,26.5741,25.4052,24.845,28.6207,26.3769,27.3586,24.5417,25.3619,,,24.7644,24.6959,24.5839,,28.4763,27.2784,,28.2211,26.734,,,25.1618,,25.2769,25.4862,26.6071,27.2351,25.7139,27.9054,26.9171,25.4014,26.4459,25.1108,24.8767,,,28.046999999999997,26.2927,27.4152,26.8293,27.0357,26.0457,27.0232,26.3814,,,25.0481,nonMatrisome
2474,2475,P46781,40S ribosomal protein S9,RPS9,28.2597,28.4447,26.3885,28.49,24.7807,25.6508,,,,,25.6395,26.5405,26.228,26.6606,27.0141,25.75,25.6322,,,,,26.2385,27.428,,26.3684,,,,23.7925,,,,,26.96,26.0941,,26.7976,26.5776,25.2633,26.7704,26.6862,,,,,26.2277,25.2747,27.533,,,,23.8829,,,,26.3606,25.5081,27.5243,,25.2947,,,,,,,nonMatrisome
2475,2476,P08865,40S ribosomal protein SA,RPSA,28.7787,29.3826,25.3116,29.34,25.0831,23.6849,,,25.4065,,,25.3214,25.9972,26.4431,25.9291,25.0412,,25.2455,25.4139,26.3774,25.2156,26.0593,28.1326,26.8942,27.5605,23.2135,,,,,,,,27.1629,26.9263,24.098000000000003,28.2591,,,,24.4641,,,,27.3262,24.9957,24.1946,27.3247,,,,,,,,26.9317,26.5235,26.724,26.3675,,26.5204,,26.5228,26.2189,,,nonMatrisome
2476,2477,P55042,GTP-binding protein RAD,RRAD,,,,25.8517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
2477,2478,Q9HB90;Q9NQL2,Ras-related GTP-binding protein C;Ras-related GTP-binding protein D,RRAGC;RRAGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.462,,,,,,
2478,2479,P10301,Ras-related protein R-Ras,RRAS,25.9595,25.5401,24.3359,25.4946,24.5833,24.1378,,,,,,24.6526,25.8441,,,24.2941,,,,,,23.764,25.9213,,,25.814,,,,,,,,26.2381,26.1127,,,,,,,,,,25.2269,,25.0466,25.7428,,,,,,,,26.0888,,,24.6174,,,,,,,,nonMatrisome
2479,2480,P62070,Ras-related protein R-Ras2,RRAS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5014,,,,,,,,,,,nonMatrisome
2480,2481,Q9P2E9,Ribosome-binding protein 1,RRBP1,30.1106,30.9705,24.4268,30.037,,24.5601,,25.2757,26.6429,25.6465,21.9467,23.8512,27.0837,24.1582,25.2918,25.2148,23.041,26.7078,23.3044,,,26.7851,29.6677,23.9906,26.7145,26.1652,22.8356,,23.3906,23.5714,25.363000000000003,25.4524,25.5608,27.206,,,27.3743,25.0307,27.0447,,25.1269,23.2638,23.7671,26.4245,26.1877,25.7373,27.1601,30.2878,24.3362,,23.4198,,,23.98,24.4768,26.9355,26.4387,26.7796,27.1745,,26.7797,24.4416,,24.1581,25.1002,,nonMatrisome
2481,2482,Q6UXX9,R-spondin-2,RSPO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABA_ECM_GLYCOPROTEINS
2482,2483,Q15404,Ras suppressor protein 1,RSU1,26.2599,27.0633,,26.9282,,24.1437,,,,,,25.1716,24.6426,26.1539,,26.7519,,27.0374,,,,27.5381,24.8978,,,26.6305,,,,,,26.5679,,25.7891,24.8776,,,,,,,,,,25.0166,25.2626,,25.5851,,,,,,,,25.1907,25.1118,,,,,,,,,,nonMatrisome
2483,2484,Q9Y3I0,tRNA-splicing ligase RtcB homolog,RTCB,27.3521,27.124000000000002,,26.6726,,,,,,,,24.7548,25.381,,,,,,,25.3184,,,26.5539,,,,,,,,,,,26.451,,,,,,,,,,,,26.1463,,27.0308,,,,,,,,26.3234,26.2669,26.3162,,,,,,,,,nonMatrisome
2484,2485,Q9NQC3,Reticulon-4,RTN4,26.2701,26.5178,,26.1259,,,,,,,,,,,,,,,,,,,25.7849,,,,,,,,,,,,,,,,,,,,,,,,,26.3717,,,,,,,,,,,,,,,,,,,nonMatrisome
2485,2486,Q9Y265,RuvB-like 1,RUVBL1,25.2732,25.7043,,26.1274,,,,,,,,26.4383,,,,,,,,,,,24.8079,,,,,,,,,,,,,,,,,,,,,,,,,25.2413,,,,,,,,24.5942,,,,,,,,,,,nonMatrisome
2486,2487,Q9Y230,RuvB-like 2,RUVBL2,25.7201,25.1903,,26.0112,,,,,,,,,,,,,,,,,,,25.2593,,,,,,,,26.4065,,,,,,,,,,,,,,,,,24.6938,,,,,,,,,,,,,,,,,,,nonMatrisome
2487,2488,P21817,Ryanodine receptor 1,RYR1,27.7577,,,28.4637,,,,,,,,28.1761,28.8216,30.3304,29.4192,29.8231,30.829,29.1307,,29.0062,,30.7065,28.4335,28.7996,,28.8936,30.1111,,,,,,,,29.9524,,29.3079,32.1027,32.2526,29.287,27.9263,28.1831,30.2057,29.1348,31.1425,33.2142,31.3472,30.5114,,29.4443,31.9227,29.8359,30.5766,29.8412,29.2368,,,29.0544,28.1837,29.980999999999998,,29.0839,28.8234,30.0291,,30.2524,nonMatrisome
2488,2489,P23297,Protein S100-A1,S100A1,27.4136,24.7718,27.5446,27.6674,29.8547,26.7562,27.0841,24.8125,25.5885,25.5352,26.405,28.0373,29.638,30.6053,29.8946,28.2872,28.4132,30.0971,28.8804,30.2349,30.217,28.2579,28.0349,29.2933,30.3529,29.6833,28.6548,29.7933,27.1962,28.4563,27.517,27.4879,27.9178,30.7168,30.4272,30.9833,30.6914,30.0882,29.0277,29.3814,29.4914,29.8248,29.6118,29.0672,28.328000000000003,26.7634,28.4066,25.4001,28.4345,26.9473,28.5405,28.0782,,27.2579,27.8938,29.1123,28.4215,28.8489,29.4364,29.5817,30.0797,30.0984,30.0484,30.2749,,28.9368,NABA_SECRETED_FACTORS
2489,2490,P60903,Protein S100-A10,S100A10,27.9896,28.8449,25.7021,29.0476,26.7378,25.9661,,25.6109,,25.8285,24.8139,26.0305,27.9547,27.5522,28.7505,27.1195,,25.7389,,,,27.3359,27.7125,25.9272,,,,24.7139,,24.5072,,,,27.8921,28.4565,,29.0481,,28.8829,,,,27.5924,,,27.2476,,29.0217,,,26.5532,24.8943,,,,28.4103,27.9568,26.6761,26.9392,25.9403,,,28.0632,,,,NABA_SECRETED_FACTORS
2490,2491,P31949,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,26.9283,27.9475,27.2787,26.4037,26.4309,25.7917,27.7153,,,,,26.9837,26.4073,25.7957,25.4202,,27.4194,27.1691,26.9951,26.4566,27.4462,26.6686,27.8433,27.7048,26.5444,26.6893,24.9279,24.3169,25.619,,27.0543,26.0794,,27.6493,,,,27.1028,,,25.875,23.0591,26.66,,28.5197,27.3333,26.6027,26.5625,27.0401,,26.64,26.2086,25.7357,24.4886,24.8723,26.2892,26.0714,26.7641,26.0514,27.7031,27.2799,27.9604,27.5061,26.4059,25.619,,NABA_SECRETED_FACTORS
2491,2492,P80511,Protein S100-A12;Calcitermin,S100A12,,,,,,,,,,,,,,,,,,,,,,,24.2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABA_SECRETED_FACTORS
2492,2493,Q99584,Protein S100-A13,S100A13,27.2948,26.5052,24.9872,28.5034,,26.5024,,,,26.4013,25.1321,27.9634,27.0713,27.9792,27.3647,27.4118,,,,26.0191,,27.3591,27.9179,28.1931,27.5722,27.8605,,,,26.7631,,26.7148,26.7216,28.2356,27.5997,27.8982,28.2459,28.1682,,26.9054,,,,,27.8204,27.1894,27.5025,27.4749,27.6182,,28.1928,27.7767,27.3722,27.3639,27.5254,26.7745,27.0661,,27.6747,27.35,,,,27.8649,27.8147,26.8132,NABA_SECRETED_FACTORS
2493,2494,Q96FQ6,Protein S100-A16,S100A16,,,,24.3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABA_SECRETED_FACTORS
2494,2495,P26447,Protein S100-A4,S100A4,28.5525,29.883000000000003,28.4906,28.39,28.3068,28.3665,26.4389,27.465999999999998,26.835,26.7352,27.3144,29.9592,30.0744,29.4774,29.6131,29.8144,29.108,28.3618,28.1476,26.9191,28.394000000000002,28.2041,29.4213,29.2448,29.0659,28.6653,29.1901,29.0071,26.9622,27.8482,28.0963,28.031999999999996,,30.2281,30.3178,30.5009,29.324,30.706,30.1747,28.366,26.3826,28.214000000000002,28.7012,28.0104,29.0053,28.1549,28.4182,29.7322,27.3164,,28.1987,27.8041,27.7811,27.9937,28.7347,28.6879,29.6111,29.8824,29.2568,28.9032,29.6656,28.9379,29.2792,28.0532,28.0494,28.8106,NABA_SECRETED_FACTORS
2495,2496,P06703,Protein S100-A6,S100A6,28.1698,27.5603,26.3918,25.7019,,,,,,25.0902,,,,,,,,29.2747,29.5477,28.4269,29.9137,28.3633,29.4424,29.0625,,28.1762,30.0689,,26.4265,30.0981,28.1921,,28.6554,,,,,,,28.8674,30.4459,29.5518,30.4901,28.9921,31.4707,,,26.1611,27.9938,,,,,,,,,,,30.1039,30.3709,29.8651,30.7262,31.1378,31.0324,30.208000000000002,NABA_SECRETED_FACTORS
2496,2497,Q5SY68,Protein S100-A7-like 2,S100A7L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6403,,,,,,,,,,,,NABA_SECRETED_FACTORS
2497,2498,P05109,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8,27.8054,27.7557,25.3333,28.7505,25.7899,24.1926,,,,,,25.4751,25.7738,,,,,,,,,,29.0727,28.1485,26.7021,28.1576,27.7751,26.8729,,,,,,27.8874,,,,,,,,,,,29.7541,26.4549,28.8511,27.4857,,,,,,,,29.7653,26.8324,,30.1841,,,,,,,,NABA_SECRETED_FACTORS
2498,2499,P06702,Protein S100-A9,S100A9,28.7745,29.0388,26.0205,29.6041,,24.2575,23.3138,23.195999999999998,24.2215,,25.1773,24.1132,27.2372,24.7513,24.2279,,,,,,,22.8001,30.5779,29.3135,27.4885,28.7949,28.6225,26.9638,25.2668,26.8879,25.5131,24.5733,25.2676,27.2326,26.0394,,24.8755,25.1583,,,,,,,30.3172,27.9747,28.3778,28.7223,25.9495,,,24.2356,,,,30.3891,26.6665,26.0688,30.74,,,25.3799,22.288,,,,NABA_SECRETED_FACTORS
2499,2500,P04271,Protein S100-B,S100B,25.7004,25.1113,,24.6951,27.2211,25.5198,,,,24.0286,,26.7106,27.5926,26.511,,27.2661,,,,,,25.4293,25.7937,27.3324,27.4099,25.7686,25.6447,,25.371,25.0295,24.820999999999998,23.8601,,,26.2255,23.5469,23.0905,25.6727,25.4158,,,,,,24.4326,25.5832,,,,,,26.2211,,,,,,,,,,,,,,,NABA_SECRETED_FACTORS
2500,2501,P0DJI8,Serum amyloid A-1 protein;Amyloid protein A;Serum amyloid protein A(2-104);Serum amyloid protein A(3-104);Serum amyloid protein A(2-103);Serum amyloid protein A(2-102);Serum amyloid protein A(4-101),SAA1,,24.5231,27.1718,,26.9,28.3815,,27.753,,,24.3422,26.3247,27.7517,27.8019,25.8976,,,,,,,,,25.6774,26.6082,,,,,,25.1351,,,28.8338,27.3115,,27.7439,27.8923,26.0031,27.7578,,,,,,,,25.4758,,,,,,,,29.8099,26.9291,26.3806,28.7526,,,,,,,,nonMatrisome
2501,2502,P0DJI9,Serum amyloid A-2 protein,SAA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3634,,,,,,,,,,,nonMatrisome
